"PolicyDefinitionName","DisplayName","Mode","PolicyType","Description","Metadata"
,"Enable Virtual Network Flow Logs West Europe Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:58:46.0483281Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:40:30.0425631Z}"
,"Enable Virtual Network Flow Logs West US 3 Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T18:01:19.6147094Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:41:11.170234Z}"
,"Enable Virtual Network Flow Logs Brazil South Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:55:54.6225988Z}"
,"Enable Virtual Network Flow Logs Canada Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:56:54.4766429Z}"
,"Enable Virtual Network Flow Logs Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:57:46.8953505Z}"
,"Enable Virtual Network Flow Logs East Asia Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:58:14.5856873Z}"
,"Enable Virtual Network Flow Logs East US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:58:30.2452866Z}"
,"Enable Virtual Network Flow Logs France Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:59:08.1264738Z}"
,"Enable Virtual Network Flow Logs Germany West Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:18:50.0368133Z}"
,"Enable Virtual Network Flow Logs Israel Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:19:11.4983308Z}"
,"Enable Virtual Network Flow Logs Italy North Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:19:32.8427198Z}"
,"Enable Virtual Network Flow Logs Jio India West Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:20:04.0367993Z}"
,"Enable Virtual Network Flow Logs Japan East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:20:36.8628753Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2025-04-14T21:21:23.835384Z}"
,"Enable Virtual Network Flow Logs Mexico Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:22:32.7247364Z}"
,"Enable Virtual Network Flow Logs North Europe Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:23:23.7696913Z}"
,"Enable Virtual Network Flow Logs Norway East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:23:42.9350594Z}"
,"Enable Virtual Network Flow Logs Poland Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:24:09.389803Z}"
,"Enable Virtual Network Flow Logs South Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:25:19.3897534Z}"
,"Enable Virtual Network Flow Logs South East Asia US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:25:36.8457209Z}"
,"Enable Virtual Network Flow Logs Switzerland North Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please seehttps://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:26:42.5353353Z}"
,"Enable Virtual Network Flow Logs UAE North Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:27:02.0531204Z}"
,"Enable Virtual Network Flow Logs West India Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:28:45.7437396Z}"
,"Microsoft Defender for Containers_Azure Policy Add-on to Azure Kubernetes Service clusters","All","Custom","For more information, visit https://aka.ms/defenderagentlessbundles. For issues or support, please contact Remediation Support through ServiceNow via https://aka.ms/ATB_Support. Under [Security Baseline – S360 KPI Name] select “1.05 Azure Tenant Security – Corp,” under [Control ID / Policy ID] select “Other,” and in the [Other Control ID] enter “Defender for Cloud Agentless Bundles.","@{version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-17T17:39:04.6242764Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2025-04-24T17:56:11.1000509Z}"
,"Configure Microsoft Defender CSPM plan","All","Custom","Defender Cloud Security Posture Management (CSPM) provides enhanced posture capabilities and a new intelligent cloud security graph to help identify, prioritize, and reduce risk. Please contact Tier 2 Remediation Support through Service Now via https://aka.ms/ATB_Support. Under [Security Baseline – S360 KPI Name] select “1.05 Azure Tenant Security – Corp,” under [Control ID / Policy ID] select “Other,” and in the [Other Control ID] enter “Enabling Defender CSPM.","@{version=1.0.0; category=Security Center; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-05-03T15:52:17.7110374Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-11T20:56:47.6122485Z}"
,"[DSR-Deny] Require AKS Self-managed Clusters to only use MI Federated Credentials issued from Trusted Blob Storage Accounts","All","Custom","Require AKS Self-managed Clusters to only use Managed Identity Federated Credentials that are issued from Trusted Blob Storage and web core Accounts. If this policy is blocking your service, please read details @ https://aka.ms/msificpolicy","@{version=1.0.0; owner=IAMAADENG@microsoft.com; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-07-09T15:38:23.92987Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2025-02-11T18:02:20.0587227Z}"
,"[DSR-Deny]Require Azure DevOps to only use Managed Identity Federated Credentials that are issued by trusted ADO organizations","All","Custom","[DSR-Deny]Require Azure DevOps to only use Managed Identity Federated Credentials that are issued by trusted ADO organizations. If this policy is blocking your service, please read details @ https://aka.ms/msificpolicy","@{version=1.0.0; owner=IAMAADENG@microsoft.com; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-07-09T16:01:11.5868112Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2025-02-24T20:51:34.0888602Z}"
,"[DSR-Deny]Require AKS to only use Managed Identity Federated Credentials that are issued from trusted tenants","All","Custom","[DSR-Deny]Require AKS to only use Managed Identity Federated Credentials that are issued from trusted tenants. If this policy is blocking your service, please read details @ https://aka.ms/msificpolicy","@{version=1.0.0; owner=IAMAADENG@microsoft.com; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-07-09T16:03:57.9994026Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-17T19:31:01.7060817Z}"
,"Enable Virtual Network Flow Logs Australia East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-08-01T18:34:36.5079991Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:28:01.0280938Z}"
,"Enable Virtual Network Flow Logs Australia East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-08-01T18:45:40.766892Z}"
,"Enable Virtual Network Flow Logs UAE North Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-08-01T18:45:49.7734855Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:28:57.4170212Z}"
,"Enable Virtual Network Flow Logs West India US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-08-01T18:47:25.1032522Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:29:18.4835276Z}"
,"Enable Virtual Network Flow Logs Australia East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:05:35.5271293Z}"
,"Enable Virtual Network Flow Logs Australia East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:08:20.0203514Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-10T20:34:31.1817725Z}"
,"Enable Virtual Network Flow Logs Brazil South Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:09:51.0806015Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:35:13.1912642Z}"
,"Enable Virtual Network Flow Logs Japan East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:45:46.3200708Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:38:07.001735Z}"
,"Enable Virtual Network Flow Logs North Europe Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:48:33.9858478Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:38:31.9008416Z}"
,"Enable Virtual Network Flow Logs South Africa North Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:50:09.1446435Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:38:44.5298932Z}"
,"Enable Virtual Network Flow Logs South East Asia US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:52:53.4794369Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:39:12.4206781Z}"
,"Enable Virtual Network Flow Logs UAE North Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:54:16.737126Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:39:39.4447915Z}"
,"Enable Virtual Network Flow Logs UK South Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:56:28.6893997Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:39:52.8819758Z}"
,"Enable Virtual Network Flow Logs West US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:59:27.2219833Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:40:41.2794749Z}"
,"Enable Virtual Network Flow Logs West US 2 Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T18:00:26.1114787Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:40:51.9497406Z}"
,"Enable Virtual Network Flow Logs Australia Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:54:15.0618485Z}"
,"Enable Virtual Network Flow Logs Australia East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:54:48.7159373Z}"
,"Enable Virtual Network Flow Logs Australia South East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:55:25.9805586Z}"
,"Enable Virtual Network Flow Logs Brazil South East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:56:10.6759498Z}"
,"Enable Virtual Network Flow Logs Canada East Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:57:11.9992078Z}"
,"Enable Virtual Network Flow Logs Central India Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:57:28.7261568Z}"
,"Enable Virtual Network Flow Logs East US 2 Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T20:58:48.3063558Z}"
,"Enable Virtual Network Flow Logs Japan West Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:21:42.4448137Z}"
,"Enable Virtual Network Flow Logs Korea Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:22:00.2892398Z}"
,"Enable Virtual Network Flow Logs Korea South Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:22:15.5139571Z}"
,"Enable Virtual Network Flow Logs North Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:23:01.4007257Z}"
,"Enable Virtual Network Flow Logs Qatar Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:24:24.2509716Z}"
,"Enable Virtual Network Flow Logs South Africa North Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:24:56.473953Z}"
,"Enable Virtual Network Flow Logs South India Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:25:52.4777018Z}"
,"Enable Virtual Network Flow Logs Spain Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:26:06.3504879Z}"
,"Enable Virtual Network Flow Logs Sweden Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:26:20.1686194Z}"
